"property_id","price"
"c2e4500241b416f937d5b0d6","1179083520"
"4f256832a7ae02a85b932e5d","262263984"
"50aef65724fe6189bf9f6b74","266394560"
"0a42c3d9c1b1f74235433456","260250432"
"3ebe58acbfc6b62667787fde","580211584"
"14eee22f9fcee5d7f6f8c368","334810048"
"360f7b0c01bca9718a803b88","573039680"
"b0d33c7f9a292cdcc580f746","981769024"
"2a28b8deb9467bcb3fd760fa","235866144"
"d74bf42a980e9d7f87f8c6dc","372152704"
"de5c3be6d803fe12a9a122e8","400491840"
"95fc9cc165eaaae44890ec0c","400491840"
"f9ea10bee24e74661458cfe5","400491840"
"8f00fab32c3e2cd8383e6af7","343376544"
"7f0312d9ddc7bde7f085a232","463643936"
"c766adee3abdd54d7a7c575b","460212736"
"39c15fcf09f3b3d20f666a72","229896240"
"8d90a52555fdcbc6728663c1","366823968"
"80f4f72de3a903a5a87b55d7","441654560"
"36eaa700c105c59cefe32bfa","258106416"
"68907ba39556c38d99a787c0","258106416"
"1cb11782bad65bf2a2151d5e","360574080"
"98bc0d2316fe315e502dbb5e","297419328"
"4e28f421291cc73dfffd984f","254867760"
"e782bd7ef2f2e077c74be806","325678816"
"fd1c5cd1b307c8c680355b4a","317341056"
"1e3e8fe82a6b84b9b41f9118","378893792"
"7ab15bd360a12c18946ef51e","1055693120"
"f019b2afb888bd912b14e3dc","205128016"
"a439fdaf95e3c890052e76e2","235866144"
"f0506546210af106eff3e712","1179083520"
"ab3b82cb020de368e96afc7a","297456608"
"e52aa05c3fb9c704ac3e98ac","343628736"
"195ed71f57a5f6ec3a245142","391373376"
"c55b6c6906c109a27c137479","515868512"
"6b4b1b12ee8910ab695d3907","1179083520"
"62f1e0576639ab79e4aa83b0","253541216"
"fc19de8a9df6ff5728379b9b","310463264"
"7d4104d190dcad59ab65ddf7","600628416"
"3a9a55bac47d91b5948ee319","572167552"
"8534a8cc3624c4044a937e77","1361024384"
"66101151e8644c81f4ccdf73","315722400"
"4d5d3f5a5b1365452cc72a99","288473632"
"69b196cd25f84987eee8919a","438107808"
"64ccf63e2f5cb2b7af786a0d","441425664"
"96e72a0c4cb516aac0f81724","314909696"
"15c7d4a5445afc1da84c5fc4","420585920"
"32b8d455a8c1e65b41338912","1059603648"
"dd2da46db2cdbf821a21f069","289879616"
"5ff16a9e1becb44e02b2befd","329909792"
"752d5f75c5735b3459c43006","805967360"
"ae17cd525a3b9ebd286461c5","1161367936"
"e20f1e5657ea5bff2cbeef6c","438564960"
"1233288884b53c09db1677a6","375282976"
"7014fe80bc8b06b25ecc77c9","310463264"
"e0c75f99212dd4b44373eae5","360738080"
"ca0cdc08570126f1ccf2572e","315241920"
"0275a42637adb42fe865e9d9","260250432"
"4021a2d25321398b258b64d2","1042859776"
"ed5d8093857f270247455d68","815966848"
"da83d3e6bd03ac9fb6d51131","438210496"
"2c4910d3c5cb6d5fffa11c41","373622208"
"b1b883011d0b6a87776cec0b","558931968"
"e84c61495588aae9670b65c9","281500384"
"5e26581a1f262b6f2a771ca0","738428608"
"fc8b59e873d9a8c589debb0b","316264352"
"89658ff5b7c859a58d40afeb","463643936"
"1e02b98e0821ede889b3a44a","360738080"
"ba60322c81a36064ffd00e09","285633088"
"fd66e52957ae17a19c2d43c6","375275392"
"88c8240adc8221619a6ba461","264328208"
"ee9d59f954fcd3959ac4d419","304689600"
"52ae0a9b7d1b0145b1701989","304689600"
"e1b4d14041a87c44ebf5a244","488322752"
"4a8746fd92f42997ad3f3157","265413520"
"69f58930fd929a647699745d","476115232"
"507d2b8a187d89a6f563caa4","1083269120"
"699aec00852a6bd9ea8eb751","310463264"
"2461d917c7f2e67be1033c8a","362475648"
"872d424f4f8ff25f7398f792","384848352"
"e97aac775b12d656bd8c46bf","419672960"
"28fdfedddb29c7a221a6712b","391738336"
"46803a91b5db650120906dc0","845434240"
"989b5da88314cdb2feae9540","391373376"
"5c894de25f5b427731b77a5c","1179083520"
"d79b8d27b805b74550b862b8","983378496"
"df13428b5431d67bcb701324","258106416"
"33d611cb7b133c8de8509c2b","880375424"
"e8fd5fda2eebc5002e96ce3d","310463264"
"7c5fdb7b6b094886c3e2fdc6","394393728"
"fce2ba09dfa989aba06e04bd","241796560"
"764faf7c64c578fbab3628f8","547856256"
"2da67cafb23d084d4aff090e","302537280"
"787180a0f80c3a15a017cf48","310463264"
"8ba13b208f8aa5b27bdf37a3","353498720"
"d0db7c0303d125169dd77ffe","457862848"
"dd14147345514633e6e89a56","353498720"
"8d8fd61250057dcf86e81d9b","310463264"
"b362bcfe2f075c00df235946","728722112"
"9d1465d1aa1fb4279a9e921a","318476704"
"04988dbd4e94f22d39334f66","574645440"
"69449a6a2422c522c5f55399","404979552"
"d52e42919391dea6da45a4d1","572571328"
"2330e8d2d058d5f8f77aa625","362475648"
"8bb64a7d3ee1a02ebfda120c","310463264"
"ae0ace3ddb73b5710d92af09","266533680"
"31e20c50aa34cc1209078c24","406654848"
"1321b518ba45729ff0fa7051","310463264"
"97b19de666f44b129a53c361","364794784"
"ea6da2cf0ebd12d1f208661c","400348640"
"24f309e73e8e5d286e169f18","479142336"
"2923f234c5e7aa58f2d23c32","729995200"
"fd2164866a2cd5bc164920ad","980447616"
"a5676a9c380186d821f3ed05","1085459968"
"528da8c6a172b4276cfc3031","1078910080"
"f153586f8f2b6517649e676c","559054016"
"4c2189745f322b118e4e6ecb","258106416"
"954b3b3decf5ab8460c8f6d8","236798896"
"e2d21956636760e5fa1e248b","310463264"
"0072cc88ba2832cbea768100","310463264"
"9d185f9b73a51b99e059ef02","1255305216"
"2cb4b0cf72d34b4ca7b2239b","362475648"
"d31cf761038a92b1d3674597","1196854784"
"3daa229c5274ee8e3faec1fc","239351120"
"4bb9e4e4a4e4fab9f07bc8bc","239351120"
"f56f4e0ad7f7332ecea4e04e","246092816"
"43191e04569cb281e389d738","299831136"
"42a3eb0be4557b70fa272cdc","890796224"
"f50b0247ea54b0a9a46307c3","382633664"
"6045869383433e33be77749b","265346128"
"700663d67f9e99f0f43be0fe","443413728"
"83222c4a5d35c0deb107d3cc","243349072"
"880e69d61cccc6ae5d10668d","272658496"
"f8a50b1ddca2af76b2722fd0","2081657344"
"7a28d7745b563fc48398c381","379161824"
"78b545bbaef57bfeaca91d29","355049856"
"093434fb4ed1f075cdef67c0","343628736"
"2a9fb118aebc35e858c17af1","247265632"
"4673d9cc5e0e3ab97fc2885b","310463264"
"d0277592d286faaaf0de8b16","369850496"
"6293b2fda0c1cfc70ca1006a","612941312"
"1668986e611a634b1572311c","1569993216"
"65d10a918ca053c54f9f1013","638966848"
"87b4ad47152afa2f90e31618","490636000"
"48981a205ce03cf2c7ebc9fe","402267424"
"edbfb2cffcb22565d38ac69b","259465984"
"64457cb24c5d0d6e9a0f723b","277568960"
"5ded7e59865b2a27bbbcd5ea","280988544"
"9a10cec857a1de5d1a2cae87","231115520"
"a308bce0531ea9f6e70ff09b","415037824"
"2c4f3d08e5ea50e4e9446ee4","378893792"
"eeebb08164d8cacf699ca9c0","1042859776"
"c8dfa24a755ef7a763750de6","317408224"
"675f6de67374275801a5c36f","540596608"
"dca879c7e9621f6f6bc90dc2","315475040"
"588f1bc745ca81d816aaa0b5","485489760"
"5adbcfa0bb5162a0a1d032d6","366823968"
"89241885026baec89864d9a6","537029120"
"3d9bb54c99ac42d0601cff88","383923776"
"e96f31d196a9ed1498fcc21d","302126912"
"0603bc3dfe96ad0fefe5b28b","282781088"
"eb41714f4d9a0afcbefbaa1d","349324448"
"a222489a81582f7fc02feb81","486664544"
"21133aab7540696efa2f3aed","444272832"
"59ce5765cb61b7e9ac34edc7","776710976"
"b3ffbd1ed0a37229ac8c6c8f","343628736"
"ce0f607808067a9d5588cb26","441425664"
"62e1ea25882b4c82634f3b37","515868512"
"82a0604a431c45aeadca8911","1163689472"
"01444d4aba77b191e28bee96","1179083520"
"ea871ff1c2162dd393e6097e","324458848"
"dffd32db55be5db7189d66e4","328677856"
"302c26b147e7cb29a72d8e5d","441425664"
"05df6a08644b32abebe65593","364794784"
"d89828c10657bf6241ac79f2","1179083520"
"3cc534c3e4ad0ff0981b890d","209230080"
"b6da2c1a84f98305e957c8bf","362475648"
"5c9a07fa2546453e92690ffc","660575872"
"e7504207e38ed31ccee167e7","382633664"
"b2a6866043da1a8b6ea0976e","310463264"
"b560818bf5134866911f845c","400348640"
"a89196d439cdb4b7b0362d53","300120224"
"1c094703db632ab8ab617e70","384848352"
"d21558caf905988d02861a36","236798896"
"8435b2e3ee8105cd4309b871","221013920"
"2a298a7881a80bd9911f1c67","236798896"
"cb3203b79b2daaddfe4a184a","1088524032"
"6416be911b47cd1fbd3ea5c2","440279936"
"91b4774e17fff38a7439c584","381053728"
"5f1ea15229c102ef91458b98","293821248"
"ae78d272474be8fd64508a8d","312852768"
"3ff7c17197fa4ebf39a2c1c5","474752864"
"cd6bc34e277608c5bc1e6560","355086016"
"cf3cb3315d5d3e5737f64198","498516288"
"d9ae8f7f607fae2b7a2758e0","277888160"
"2fefc11244cfd093826fdf7c","891358848"
"102330dc200b60f63cad50bd","1718436224"
"7f00985dc207208c6b35dc79","583567872"
"cd92e2789e71b795b92cef67","209230080"
"154a1467e164ac19fc4f644f","209230080"
"4e701ccef70294a127d885a5","360762880"
"082c64f3364daa38cba86fba","906641088"
"5a2adfc65d29212d8ba72ecd","431129536"
"f8122cf4d737534e0fa3877e","333617728"
"4c3252a989a36142e69ed653","1197478272"
"800c251ad5e513196c50db35","299635296"
"aee43450a9f4aa116343e3fe","1183933440"
"ab873323fe73bb1ba8f6c7f0","488717696"
"d9d9b73ddfb367357d57540d","236798896"
"a1238c31fa129cf567033683","370529408"
"72b62552061f5c72f6fb5039","771383232"
"399decfead626ad1eefcd959","377598944"
"08f0f5cfc9e0686eaae290b1","611887488"
"c372eec6732ead14e157ddc6","1083269120"
"2b6de6ac0823aa736a1aca6b","391658784"
"d098571efc9263ee76b3086c","392334240"
"99d425b920ab01e5d6570be3","1398452352"
"1078f83c38278831d4ca53cd","262640528"
"e6db9ae361ac267d79020a91","277888160"
"43241a450b6d714eb5979cdd","277568960"
"9cc7e0bb18e3ec8b6d9f26d7","1198884352"
"c2b2f261ff772f2e3505c624","273705216"
"e22acf68e9fda9cbdcdd78da","421585440"
"c42dd9d17a4c09bf4afd6148","606269184"
"4a0bbbc311f05d918d3971df","742304384"
"6dacd19e092a3718791ff98a","1704270080"
"bc31bb2ce7ad4d7c5d215da5","315241920"
"f571fcae90d89eeb1adca942","639443904"
"651195eb1b6aa8f3c3228bae","635741952"
"978e2464fecf791d7861c3ea","559028224"
"40a875d402fcf80406d802b9","559028224"
"f48bbdf6bcc639750c30e4d1","1105517440"
"3d1265280fa94fb6b3df73fa","1249546240"
"df4eaadf51562804d8615cc5","451891072"
"852433d316651c0f4bb8991e","786139712"
"ff1be05ccbd1d6ce389d2d7b","362475648"
"47cf05c7db89cc37cbc2c1e6","236280880"
"c1459cbf3c55878aa07dd500","271110368"
"e2fdf54ac2d7c155d938c218","316504672"
"5d0f8567b655653665d1b8f2","362475648"
"b8f3eaade66ba0f8b644f4ef","259465984"
"b212df5b35757e67dcbc76ab","554966464"
"13af0e21f53404680590f286","310023776"
"20202fd970055d51d6af86ed","483489984"
"54cc56553f772708f41d1d53","1471784960"
"01906284dcfc70f58a04ebe7","906641088"
"98f2245ba4c6cda31d785861","916025792"
"a80e57dd80264e905fcae138","310463264"
"310bae4bf7f782ccf703d831","432072480"
"c60c476a6b4ec7acfd8644dc","226978656"
"607220c80988f03de4759865","419112512"
"35340e7c7d386467270bd571","320448576"
"035c4aca5c24cc4018652749","315241920"
"a4ee47c5ae527f0104eacf4f","349081280"
"41d6b8a2801cbf7039578a2a","320448576"
"aa41a59925ad77992dba30f8","317341056"
"cd445d78c2f83d8364463537","358706784"
"6cbfed6e18d4e88cab8af206","315241920"
"0c6770bab4cd6f7fbbd20c93","317341056"
"1eeb0bfc5c1c1230e5e0eacc","320448576"
"cb2cfd9e5d45e96718797936","320448576"
"a6490b0c12e68956e093a41d","382165824"
"b2b9e9c247ceeea0425fb34a","377682912"
"9d33a1ca0032633fcbe48b92","437696544"
"db34bac0774f10b1d6eb0e19","413995744"
"6755b185a709c11398127e07","335093632"
"6a704c4102a193978286a3fa","680433728"
"39470f3e61ab7e169ec83088","362475648"
"12f6dbd19dc09cec99930ef4","259435536"
"e76de35c4ba3aaab49c74356","328664960"
"9a0ddd39ce7de13166c66dde","974603648"
"e883ed2b698eff52280b4d1d","827282304"
"521ef49b5a9c0099d33b44a7","656286656"
"78f77b61b1a6df5933fdfff5","568937280"
"4e5de29c56ef193fdd129a34","372653600"
"976d0b007628ce046c75aba3","362475648"
"57a0a95dee8295bc55d2f0a9","445468384"
"e211dde26bb0a84aed980440","302024160"
"3b53a7d932fd24f1d14b52b1","254867760"
"02000fd8c32ac17af83e57fe","287094016"
"0c36f3d28755df414dd8f6ea","362475648"
"4e3630560e86ee342e5520b1","325582368"
"18214830dc840dcc0725bb8c","310463264"
"0ec51be7837b1f711bc55269","415313696"
"22b5df5b995bfbd9df9a2792","1391910528"
"4ef983ea7a767e222ea19a4e","442406400"
"3e4bfc0f2e885fa7fa1560ea","906641088"
"447d936dddb5f11f426d0da7","601228864"
"97ca17ea99ca40c15bf9098a","291218304"
"30b5e612b9c4a382a6619f3a","271700416"
"8073334f63544b3b9fa40eb1","269191008"
"b6e4e2165d2fd2e28ef2ce58","329311104"
"05cfe4098bcc6a66aaa2f06e","260249456"
"523a8125287cb176634ae59d","303378048"
"ace6f32c127f3079bd4547be","297000320"
"c3fe330605bf1164ce7dd121","653525312"
"e9481feaaf6f254b9f19bcf8","515484608"
"da074c1e79414b03fd141e87","776558080"
"8a9c447e243e1413935b163f","754206976"
"a59613c4a7613dcb11d2bea6","603025472"
"61f673d791ebedb399861a5f","420050144"
"6e509d0c692bf356546d1869","248232032"
"64c2b3d0d71a2f3ef62076ec","257706816"
"b47b2b3ee32ea6967823d0c4","253029504"
"3c73edcc6f7dea7cc8547b61","320242592"
"d7430005283a597d95a24de8","729995200"
"140028b62362ddb65775409f","679364672"
"5052371b53a164f3408b10f4","980447616"
"4c7ebd33a8732579357a3e89","317499712"
"358975abd14b1d0bbbdd14d0","285633088"
"632fce54bc9953013e1afd9d","421662880"
"4367a5fd28fe3f45acb3804d","303869536"
"0d40efcfc33540761b102ca2","574924352"
"5062dde4e4ba430c50adb25a","376837664"
"52a515a0a5f96654d1a6afda","301757248"
"0cfbfc557a616a33d79d9a9c","1428715776"
"7a8c02cd9cfaff89a88858f1","625617024"
"840887e5ce638d2752db2040","277888160"
"2f4a06f772f442473a821fcb","362475648"
"86d8d71603ab66e9aefee5f3","252063680"
"b6616f13ed89a20e9a714af6","283947616"
"08a6e5a710abc71ca26dbeaa","1458232960"
"c34781005cce7b36b5b3b7c1","331402528"
"365fa76c358fe04e26aa6672","293821248"
"ad798f7c73d8bfb6b2308a34","312852768"
"a1328f4769d511086a56a764","319607392"
"b379217377171d15b8aec53b","312852768"
"068ac69851c0aafe5808bee1","286717280"
"1f3e234d1e6967adb2351e2a","574924352"
"aae027eae05b03123b45857f","376837664"
"b3c8804aca1f800d39a2766b","625617024"
"4b62ceb15d6002a1d6d4b34e","1428715776"
"3e10393939db083069d91c9e","425433216"
"4e6828100820a7132bc77f66","1936242176"
"c8853af30a8cc405fe22a45a","1262093184"
"8f5b6bfd1be108a5422da938","906641088"
"a5557d84468321679f72021f","488717696"
"df8e35f7dfc70c0b5f6c024b","364894528"
"d1eaa4f2bf444034e38ca71c","363916000"
"bc176ae3820da1f4a0719ab2","921366656"
"adb417770d2f459d77eb80bc","1712899456"
"4f1c5780cb529bd56d91f71b","906641088"
"0cead16cd90363b1dc9b5d25","1718436224"
"a51c13daa441134bf28e894f","539419776"
"73a811f5e7845da58df9f040","906641088"
"590fc81b31d8cbe9c0b7b38a","1208699520"
"917ea77312f9166878c791da","335325472"
"69a421748164919870e14bc6","413995744"
"06a6b1d8832585f21c02c232","277452032"
"3ff972252b5071bf5c04fcb1","277568960"
"f4514587077bfc25dbbecaf6","325477248"
"f9944fcc042a67bed2e4d311","213515632"
"21857ced0d5e094b72a58b45","335093632"
"8c3d5e27247a5ddbfef53d6c","303378048"
"88d788014d98fde5a3aefed6","891358848"
"7bb99d6060f905107bba99d0","906641088"
"6e2ae174e998c2be492e550b","312852768"
"a14e04c4b2d5136a12d01e30","199017232"
"66014f03135ffe750a5e3096","415067520"
"1ace71140f52f690205a66b5","376837664"
"44dfde7d690cb1259c5892b0","1326334592"
"11f628836d8421a9e0c8fda6","1472359168"
"18dba1992ebe8a35b29c661e","1358683008"
"97a04f13f2eb1cce162bf1cd","1733640064"
"efe96948db85b059f87c17dc","1440078592"
"444052b364ba0ccfc6ec82eb","2530827520"
"858a59f32122894bba74b687","1332327680"
"479fa7b566688a94bd90b774","1261076480"
"a90fea23a2ba0b05a12365ee","1101569792"
"e13cf3489a00130a1d103341","1267064960"
"d413afe66e5748f847db5800","686849536"
"2c212fe8c9fd957ef0ca8b67","3692299520"
"185a0197376a07418ccba7ef","952197632"
"da111f0123b9c05993d8d90f","668009088"
"b307f8b47975230621ec136f","1569312512"
"73153d6350f3d14981ed8b66","1158770432"
"f5287e4314c157bf41f791a1","976695424"
"f6448676e45e4cd1e97f19c2","1672406912"
"ea5136d60f367a1edec1c76a","1398363520"
"77a912076e27dc9e011a5465","1398363520"
"5e138154ec0598a7688072be","1610762240"
"53015aef5044ad2bea96fad7","1146015232"
"b4ff2c7fe551a76765ac1831","1382050816"
"cfa045431bf79a132f089928","1280687616"
"d7e4bd74eab4e5188f6e8ce3","1952532608"
"de9e4136f182dd75cd186077","1050296256"
"4def5e3f15759614600c8fa1","707956096"
"859db3bae403a751f1c5d4db","571048000"
"fbc829a3e7d7e61aa646fa61","762374528"
"b50318cf8258850fce0f084f","1415533952"
"9ffcd7e81c42108bcc555f49","1998516480"
"e916dcbfb8aaf3bae4ee53ae","1993424000"
"7d3e21914b38932057830f03","743812992"
"5903e9d8bc7a3cb62c4a550c","2629115392"
"1a8ec2e8103af6349e6edefa","1538891520"
"4e9c1d9caf52e8818241afcb","1741945984"
"f9598a174cb1adc413d2901c","1293810048"
"5ef53d7ffb6b00aa9cfaed8c","1293810048"
"13ac3a1ad9dfa9d6fa702176","931790336"
"d9a158694d0db372e2f52bfe","983658624"
"01ab8a95413c7d20b3846ad3","830863808"
"c3635275ce8fd010fed19ef3","686474560"
"85d0587f311beef240a04fed","656519680"
"88f56e8a1cf5476e69e9eb6f","597589568"
"0b2fa6708e7d88b69a8c4718","1095609600"
"ef1bdefc2ef68b021b84c848","690078336"
"9144e9c5bd29f0a0e2d434f6","960298496"
"4e7c2314c397ed59a023369d","952424000"
"d409eb7a8263363bb4fc3108","1125142528"
"0f9ed496394bd6c1e199ace7","1157076224"
"bc2e4af4f57b3f9731fa4abd","975122624"
"180add4ed7fa0b65755d7351","1815938304"
"f5a5375a40a650545683beaf","425306848"
"a26c08be2a4239fa41aa03f1","844548032"
"c6ca8ff3db83d5344c170517","1506473472"
"2d5af33a0eef0e84f120b646","669265280"
"67422dfe0fa45c74ff35061f","1274537216"
"ce86ea97ddd7694c84e993fd","573789824"
"564884d73edb2090e729a904","998325568"
"e33e9a1a7e5865917cdd70a2","2027134720"
"0f90b358ab1948fe39a8635c","1415533952"
"edfa424dd79ba55792c6f892","1773271168"
"6fe8e85b60fc138645bee7b4","1593819904"
"3092cc70a45f64830e2099ac","1801550336"
"e29c9e3f1504fc9288cc835c","1057905344"
"b8001e2569794aeba74b03f6","2099025152"
"095a9e9db0cd252586ecddd7","1695854208"
"71029545c524e4c3fa0635c0","1149180800"
"a2f1e276a4cf2d39211fa3e4","2537138944"
"201872d78148292b7375e5d8","1617978752"
"879b9747eb1a369b242fda90","1033350912"
"46ec238751d69e5bb15aae93","1490341504"
"3ce4cf6c9a5f6b194699d2bf","1342719744"
"9da01a940ca23c4ca941b0f3","1102752896"
"98c553f509df47cd683ad23c","985844160"
"ba63fe894bb5ee39e6e88bfc","924849216"
"ff4a8becdd988b5c870c8ffd","722829824"
"cb2ce48532d4a4e0bdcf84d6","983989056"
"5fc3c5e28f146be95692e8bb","1998409344"
"d96856831183bbd9c0d898df","1169590144"
"aa71898f10113bda14bb7f9c","1479406464"
"25b3f56084a5242c1d49ffd5","798470208"
"5ef05ebf07b93f2686a6f757","1336988544"
"1020cc8d1df2190f7628c6ef","1721553536"
"61a1d96eb077756b9bddc12b","1032798336"
"edd276241ce9e4f363b77527","518116992"
"7c35a6ac10743e626971b4cb","929838080"
"6049e08a281279bcbe44d9dc","573776064"
"6610c09002d621ed1f3ef50b","1118350720"
"d14ce8c25532f1f3595ac653","2035535232"
"815f6882186e65cd343eb9a8","2397190400"
"74754f5aa98bc2462849e973","1676864256"
"3655f37ef3363c5315605962","2549682432"
"e04e0ef9bbddcddb1f29b323","872782976"
"9e152e511afc38c0617dad94","1017939840"
"e91d7bd5ffae86162ca8fd48","972797952"
"1e05f1a9b1fef002d4c94954","1992667264"
"4de58a05eca5e1b1413ab69c","1164533504"
"cc1cc81295d17b682fee3f05","2324427264"
"e3c66b13ef77b3d7fc091e4d","1348482560"
"78b9cbc303394f23eea0b02a","2324427264"
"52d3b45ffc3b13e60b53cc97","847212992"
"20e889a7384e4ceb7355a8d2","858197376"
"3277b19607ac5feea970658b","858197376"
"bcaf006be52c9745ac3aebd1","1472463360"
"bfd6b1ec1684b00e97e26138","1149638016"
"0cd70f40434829be091fc8a0","1472463360"
"32b7ac228c221be29528fb7e","1805517952"
"aea3567efdfab4a310219145","1425073920"
"1b058c152ec0e3c441e74475","1721553536"
"1ad6ec48a609b0d166b96f2c","1778370432"
"7643a8fd1c0a8dfcfdec2bcd","1239717120"
"9004b6523b3ced76804900a6","852137728"
"aa07e363e7ca5556b8586e1f","622723200"
"e1c6ff2a0683c03f44b4aad1","560009792"
"274adcc419a3e83bd14d6380","405320256"
"ed9f5419b6199941d80ffbca","661546368"
"4ae399960da40b02a468b0c8","1107727488"
"2aa562633119169529020d04","758045760"
"4900812a3e5ee2ec00698daf","1993424000"
"4b198649c017cc50986e4960","1276246144"
"9820f86e70c916b2d2be9d4d","1778370432"
"3be9f0d5a099741887e4bd3a","2278619904"
"2d00d6afcf9583a39f552799","2189080832"
